(2, 20),0,52.6889761139
(2, 21),1,52.8317580983
(2, 22),2,52.9391256964
(2, 23),3,53.0076879424
(1, 7),4,53.1281178528
(1, 6),5,53.3640373591
(1, 5),6,-1
(1, 4),7,52.9612346694
(2, 16),8,52.8837182209
(2, 17),9,52.711219643
(2, 18),10,52.7965432399
(2, 19),11,52.9777043945
(1, 3),12,53.1594307881
(1, 2),13,53.1040173687
(1, 1),14,53.0923147382
(1, 0),15,53.1552520851
(2, 0),16,52.8521581565
(2, 1),17,52.6986871854
(2, 2),18,52.8667191715
(2, 3),19,52.658790703
(1, 19),20,53.0486253844
(1, 18),21,52.9814395908
(1, 17),22,53.1332762315
(1, 16),23,53.0532896445
(2, 4),24,52.8922346862
(2, 5),25,52.856752296
(2, 6),26,52.6892581665
(2, 7),27,52.8900559673
(1, 23),28,53.1436108029
(1, 22),29,53.115986897
(1, 21),30,53.2141199544
(1, 20),31,53.2728358773
(2, 15),32,52.6466583993
(2, 14),33,52.9543019113
(2, 13),34,52.7497582589
(2, 12),35,52.7150309622
(1, 28),36,53.1047673549
(1, 29),37,53.1185166053
(1, 30),38,53.0572902016
(1, 31),39,52.8187946022
(2, 11),40,52.7986142073
(2, 10),41,52.9605548115
(2, 9),42,52.7201991914
(2, 8),43,52.7684113218
(1, 24),44,53.0926587996
(1, 25),45,53.1769668857
(1, 26),46,53.0275408499
(1, 27),47,52.8681715455
(2, 27),48,52.9894003903
(2, 26),49,52.9273500908
(2, 25),50,52.8579846708
(2, 24),51,53.496492147
(1, 8),52,53.111436092
(1, 9),53,53.1058193379
(1, 10),54,53.0353851443
(1, 11),55,53.0720142545
(2, 31),56,52.7791894865
(2, 30),57,52.9102056486
(2, 29),58,52.7237900906
(2, 28),59,52.785847607
(1, 12),60,53.0635277718
(1, 13),61,53.0460523913
(1, 14),62,53.0528404535
(1, 15),63,52.8508346989
(2, 20),0,52.6889761139
(2, 21),1,52.8317580983
(2, 22),2,52.9391256964
(2, 23),3,53.0076879424
(1, 7),4,53.1281178528
(1, 6),5,53.3640373591
(1, 5),6,-1
(1, 4),7,52.9612346694
(2, 16),8,52.8837182209
(2, 17),9,52.711219643
(2, 18),10,52.7965432399
(2, 19),11,52.9777043945
(1, 3),12,53.1594307881
(1, 2),13,53.1040173687
(1, 1),14,53.0923147382
(1, 0),15,53.1552520851
(2, 0),16,52.8521581565
(2, 1),17,52.6986871854
(2, 2),18,52.8667191715
(2, 3),19,52.658790703
(1, 19),20,53.0486253844
(1, 18),21,52.9814395908
(1, 17),22,53.1332762315
(1, 16),23,53.0532896445
(2, 4),24,52.8922346862
(2, 5),25,52.856752296
(2, 6),26,52.6892581665
(2, 7),27,52.8900559673
(1, 23),28,53.1436108029
(1, 22),29,53.115986897
(1, 21),30,53.2141199544
(1, 20),31,53.2728358773
(2, 15),32,52.6466583993
(2, 14),33,52.9543019113
(2, 13),34,52.7497582589
(2, 12),35,52.7150309622
(1, 28),36,53.1047673549
(1, 29),37,53.1185166053
(1, 30),38,53.0572902016
(1, 31),39,52.8187946022
(2, 11),40,52.7986142073
(2, 10),41,52.9605548115
(2, 9),42,52.7201991914
(2, 8),43,52.7684113218
(1, 24),44,53.0926587996
(1, 25),45,53.1769668857
(1, 26),46,53.0275408499
(1, 27),47,52.8681715455
(2, 27),48,52.9894003903
(2, 26),49,52.9273500908
(2, 25),50,52.8579846708
(2, 24),51,53.496492147
(1, 8),52,53.111436092
(1, 9),53,53.1058193379
(1, 10),54,53.0353851443
(1, 11),55,53.0720142545
(2, 31),56,52.7791894865
(2, 30),57,52.9102056486
(2, 29),58,52.7237900906
(2, 28),59,52.785847607
(1, 12),60,53.0635277718
(1, 13),61,53.0460523913
(1, 14),62,53.0528404535
(1, 15),63,52.8508346989
(2, 20),0,52.6889761139
(2, 20),0,52.6889761139
(2, 21),1,52.8317580983
(2, 22),2,52.9391256964
(2, 23),3,53.0076879424
(1, 7),4,53.1281178528
(1, 6),5,53.3640373591
(1, 5),6,-1
(1, 4),7,52.9612346694
(2, 16),8,52.8837182209
(2, 17),9,52.711219643
(2, 18),10,52.7965432399
(2, 19),11,52.9777043945
(1, 3),12,53.1594307881
(1, 2),13,53.1040173687
(1, 1),14,53.0923147382
(1, 0),15,53.1552520851
(2, 0),16,52.8521581565
(2, 1),17,52.6986871854
(2, 2),18,52.8667191715
(2, 3),19,52.658790703
(1, 19),20,53.0486253844
(1, 18),21,52.9814395908
(1, 17),22,53.1332762315
(1, 16),23,53.0532896445
(2, 4),24,52.8922346862
(2, 5),25,52.856752296
(2, 6),26,52.6892581665
(2, 7),27,52.8900559673
(1, 23),28,53.1436108029
(1, 22),29,53.115986897
(1, 21),30,53.2141199544
(1, 20),31,53.2728358773
(2, 15),32,52.6466583993
(2, 14),33,52.9543019113
(2, 13),34,52.7497582589
(2, 12),35,52.7150309622
(1, 28),36,53.1047673549
(1, 29),37,53.1185166053
(1, 30),38,53.0572902016
(1, 31),39,52.8187946022
(2, 11),40,52.7986142073
(2, 10),41,52.9605548115
(2, 9),42,52.7201991914
(2, 8),43,52.7684113218
(1, 24),44,53.0926587996
(1, 25),45,53.1769668857
(1, 26),46,53.0275408499
(1, 27),47,52.8681715455
(2, 27),48,52.9894003903
(2, 26),49,52.9273500908
(2, 25),50,52.8579846708
(2, 24),51,53.496492147
(1, 8),52,53.111436092
(1, 9),53,53.1058193379
(1, 10),54,53.0353851443
(1, 11),55,53.0720142545
(2, 31),56,52.7791894865
(2, 30),57,52.9102056486
(2, 29),58,52.7237900906
(2, 28),59,52.785847607
(1, 12),60,53.0635277718
(1, 13),61,53.0460523913
(1, 14),62,53.0528404535
(1, 15),63,52.8508346989
(2, 20),0,52.6889761139
(2, 21),1,52.8317580983
(2, 22),2,52.9391256964
(2, 23),3,53.0076879424
(1, 7),4,53.1281178528
(1, 6),5,53.3640373591
(1, 5),6,-1
(1, 4),7,52.9612346694
(2, 16),8,52.8837182209
(2, 17),9,52.711219643
(2, 18),10,52.7965432399
(2, 19),11,52.9777043945
(1, 3),12,53.1594307881
(1, 2),13,53.1040173687
(1, 1),14,53.0923147382
(1, 0),15,53.1552520851
(2, 0),16,52.8521581565
(2, 1),17,52.6986871854
(2, 2),18,52.8667191715
(2, 3),19,52.658790703
